change_type,author,datetime,chapter_h1,snippet,words,dt
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),12,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Robotics in Healthcare: Transitioning from Assistance to Autonomy,8,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),13,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),The Role of Artificial Intelligence in Healthcare,7,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),14,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),The Convergence of Generative AI and Robotics: Embodied Intelligence,9,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),15,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Gaps in the Literature,4,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),16,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Theoretical Framework,2,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),17,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Data Collection:,2,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),17,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Definition of Terms,3,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),18,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Chapter 2 – Literature Review,5,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),21,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),The Core Framework: The Resource Based View of the Firm,10,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),22,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Connecting Legitimacy Theory to this Study’s Model,7,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),36,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Operationalizing Legitimacy: Legitimation Strategies,4,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),37,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Supporting Framework: Diffusion of Innovation (DOI),6,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),38,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Recent Advances and Overall Adoption Trends,6,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),39,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Rural Healthcare Disparities in Adoption,5,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),43,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Synthesis and Link to Research,5,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),46,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Conceptual Framework,2,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),47,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Direct Effects of Health System Determinants (Baseline Expectations):,8,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),48,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Direct Effects of Technology Adoption (RQ1):,6,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),50,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Moderation Effects of Technology Adoption (RQ2):,6,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),51,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Rural vs. Urban Differences (RQ3):,5,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),52,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Chapter 3 – Data & Methods,6,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),54,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Research Design,2,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),54,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Data Sources and Database Design,5,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),55,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Data Preparation and Cleaning,4,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),57,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Variables and Measures,3,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),60,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Variable Derivation and Justification,4,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),62,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Statistical Analysis,2,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),63,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Software and Libraries Used:,4,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),64,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Statistical Tests and Techniques,4,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),64,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Causal Inference Techniques (AIPW),4,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),65,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Treatment and outcome definitions,4,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),66,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Propensity score estimation,3,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),66,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Model Selection Criteria,3,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),68,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Data Visualization,2,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),69,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Geospatial Analysis,2,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),70,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Ethical / IRB Considerations,4,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),72,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Limitations,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),73,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Assumptions,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),74,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Summary,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),74,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Chapter 4 – Results & Findings,6,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),76,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Sample Description,2,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),77,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Data Screening & Assumptions,4,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),79,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Main Analyses,2,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),81,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Regression Analyses,2,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),85,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Comparison of Models,3,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),94,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Supplementary Analyses,2,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),95,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Summary,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),99,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Rural vs. Urban Differences (RQ3),5,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),99,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Summary,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),99,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),"Chapter 5 – Discussion, Conclusions, and Recommendations",7,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),103,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Summary of Key Findings and Recommendations,6,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),103,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Research Questions and Methodology,4,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),109,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Discussion and Interpretation,3,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),112,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Unexpected Results and Alternate Explanations,5,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),124,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Implications,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),125,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Comparison with Prior Literature,4,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),130,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Key Contributions to Literature,4,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),132,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Limitations Revisited,2,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),135,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Recommendations for Future Research,4,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),141,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),Concluding Statement,2,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),147,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),REFERENCES,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:46:00Z,(no H1 found yet),150,1,2025-08-31 13:46:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),Figure 1: Visual Abstract,4,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),xvi,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),Figure 2: Top 10 States by AI Adoption Percentage (YoY Comparison),11,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),40,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),Figure 3: Directed Acyclic Graph (DAG) Diagram,7,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),47,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),Figure 4: Conceptual Model Diagram,5,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),48,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),"Figure 5: Distribution of Distances to Nearest Hospital (Cleaned Data). This histogram shows the frequency distribution of distances (in miles) to the nearest hospital for 5,740 hospitals included in ",35,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),72,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),"Figure 6: Summary of Health Outcomes (DV2) by Composite Technology Adoption Levels (Boxplots, Low vs. High adoption groups).",18,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),81,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),Figure 7: Distribution of DV2 Healthcare Quality by MO1 (GenAI) and MO2 (Robotics) Capabilities Groups,15,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),82,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),Figure 8: Distribution of Child Mortality Rates by County Category (log transform). Lower values indicate better outcomes. Kruskal-Wallis p-value < 0.0001.,21,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),82,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),Figure 9: Distribution of Premature Death YPLL Rate by County Technology Category (log transform). Lower values indicate better outcomes. Kruskal-Wallis p-value < 0.0001.,23,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),84,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),"Figure 10: Distribution of Life Expectancy by County Technology Category. Higher values indicate better outcomes. Kruskal-Wallis p-value < 0.0001, indicating significant differences across categories.",24,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),85,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),Figure 11: AIPW Estimated Treatment Effects for Individual AI and Robotics on Premature Death YPLL Rate. This plot displays the AIPW-estimated Average Treatment Effects (ATE) on the Premature Death YP,32,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),86,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),Figure 12: Comparison of Average Treatment Effect Estimates by Method for Each AI/Robotics Component on Premature Death Rate (YPLL per 100k population).,22,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),95,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),Figure 13: Hot Spot Analysis (LISA) of AI Technology Adoption Intensity Across U.S. Counties. This map illustrates statistically significant spatial clusters of county-level AI adoption.,25,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),96,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),"Figure 14: Interaction Plot of Health Behaviors (IV3) and AI for Automating Routine Tasks (MO11) on Premature Death YPLL Rate (DV21). Interaction Beta: -26.63, p-value: < 0.0013.",27,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),97,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),Figure 15: Interaction Effects for Composite GenAI and Robotics on Health Outcomes (DV2),13,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),98,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),Figure 16: Distribution of Rural Raw Value by County Technology Category (symlog transform). Kruskal-Wallis p-value < 0.0001.,17,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),101,1,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),Figure 17: AI as Great Equalizer Effect – Conceptual Diagram,10,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),105,1,2025-08-31 13:48:00+00:00
Deletion,Aaron Johnson,2025-08-31T13:48:00Z,(no H1 found yet),Figure 2.1: Figure caption example. Figure captions go below figures.,10,2025-08-31 13:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Term,1,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Definition,1,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Artificial Intelligence,2,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,"Intelligence demonstrated by machines, enabling them to perform tasks that typically require human cognition (e.g.",15,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,"learning, problem-solving). In healthcare, AI systems (such as machine learning algorithms and natural language processing) can enhance diagnostic accuracy, optimize treatments, and improve patient ou",26,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Generative Artificial Intelligence,3,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,"Advanced subclass of AI capable of generating new content (text, images, predictions, etc.) from training data. For example, generative AI can produce human-like text or novel insights and has been ap",52,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Large Language Model,3,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,"A type of AI model characterized by its large number of parameters and training on vast text datasets, enabling it to generate human-like language. LLMs (e.g. GPT-",27,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,") can answer questions, summarize information, and assist in clinical decision-making by leveraging learned knowledge .",16,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Small Language Model,3,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,"A compact language model that can run locally with limited computing resources and without continuous internet. SLMs are designed for resource-constrained settings; for instance, they can be deployed ",56,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Embodied Intelligence,2,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,"The integration of AI capabilities into physical robotic systems , effectively combining “brain” and “body.” An example is a hospital robot enhanced with a generative AI model for vision or speech. Th",41,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,autonomous consultations or patient monitoring) than robotics alone . Embodied intelligence represents the AI–robotics synergy highlighted in the study’s framework.,20,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Robotics (in Healthcare),3,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,The field involving design and use of robots to perform tasks in healthcare settings. Healthcare robotics range from surgical robots (e.g. the Da Vinci system) to service robots (for medication dispen,54,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,valuable assistants in clinical and home care.,7,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Telemedicine,1,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,"The delivery of healthcare services remotely via telecommunications technology. Telemedicine enables patient consultations, diagnostics, and monitoring at a distance – a particularly impactful approac",32,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Healthcare “Deserts” (Rural Healthcare Deserts),5,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,A colloquial term for geographic areas with severely limited access to healthcare services . These are regions marked by provider shortages and long travel distances for patients. In the U,30,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,", many rural counties qualify as healthcare deserts, often officially designated as shortage areas (e.g. HPSAs or RNSAs) due to lack of medical professionals . Reducing these deserts",28,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,is a motivation for deploying AI/robotics in this study.,9,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Health Professional Shortage Area,4,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,"A formal designation by the U.S. Health Resources & Services Administration indicating an area, population group, or facility with a critical shortage of healthcare providers . HPSAs are identified fo",57,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Registered Nurse Shortage Area,4,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,"A designation (used in some workforce studies and state programs) for areas experiencing a critical shortage of registered nurses . Similar in concept to HPSAs, RNSAs highlight regions (often rural or",55,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,American Hospital Association,3,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,"A national organization that conducts the Annual Survey of Hospitals , a comprehensive data collection on hospital facilities, services, and technology adoption. In this research, the AHA survey is th",55,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,County Health Rankings,3,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,"An annual public health report (by the University of Wisconsin Population Health Institute, funded by RWJF) that ranks U.S. counties on health outcomes and factors. CHR provides standardized county-le",57,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Resource-Based View,2,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,"A theory in strategic management that explains organizational performance by reference to internal resources. RBV posits that if a firm possesses Valuable, Rare, Inimitable, and Non-substitutable (VRI",56,2025-08-31 14:26:00+00:00
